casa,PC1,PC2
MAC000464,-0.793005871365034,-0.533214359788157
MAC000465,0.5631385179943246,-0.012916297164807244
MAC000466,0.044996245362524334,1.253897788253782
MAC000467,0.9340184151798437,-0.36597731714232284
MAC000468,1.1675795249508631,0.7041092668674046
MAC000469,-0.5594447615940144,0.5368722242215704
MAC000470,-0.5594447615940144,0.5368722242215704
MAC000471,0.5631385179943246,-0.012916297164807244
MAC000472,-0.1885648644084953,0.18381120424405484
MAC000473,0.3931273735297066,-0.6722023617595598
MAC000474,0.5631385179943246,-0.012916297164807244
MAC000475,0.3931273735297066,-0.6722023617595598
MAC000476,0.044996245362524334,1.253897788253782
MAC000477,-0.1885648644084953,0.18381120424405484
MAC000478,1.1675795249508631,0.7041092668674046
MAC000479,-0.7502775243289089,0.3175715287277854
MAC000480,-0.16858528639070697,-0.5384420372758293
MAC000481,-0.5594447615940144,0.5368722242215704
MAC000482,0.5631385179943246,-0.012916297164807244
MAC000483,0.5631385179943246,-0.012916297164807244
MAC000484,0.044996245362524334,1.253897788253782
MAC000485,-0.793005871365034,-0.533214359788157
MAC000486,0.9340184151798437,-0.36597731714232284
MAC000487,-0.5594447615940144,0.5368722242215704
MAC000488,0.5631385179943246,-0.012916297164807244
MAC000489,0.9340184151798437,-0.36597731714232284
MAC000490,1.1675795249508631,0.7041092668674046
MAC000492,1.1675795249508631,0.7041092668674046
MAC000493,0.9340184151798437,-0.36597731714232284
MAC000494,0.9340184151798437,-0.36597731714232284
MAC000496,-0.23213525169710875,-0.949242556690804
MAC000497,0.5631385179943246,-0.012916297164807244
MAC000498,1.1675795249508631,0.7041092668674046
MAC000499,0.5631385179943246,-0.012916297164807244
MAC000500,0.3295774082233049,-1.0830028811745347
MAC000501,-0.5594447615940144,0.5368722242215704
MAC000502,0.3295774082233049,-1.0830028811745347
MAC000503,1.1675795249508631,0.7041092668674046
MAC000504,-0.5594447615940144,0.5368722242215704
MAC000505,-0.5594447615940144,0.5368722242215704
MAC000506,-0.5594447615940144,0.5368722242215704
MAC000507,0.5631385179943246,-0.012916297164807244
MAC000508,0.5631385179943246,-0.012916297164807244
MAC000509,1.1675795249508631,0.7041092668674046
MAC000510,0.5631385179943246,-0.012916297164807244
MAC000511,-0.5594447615940144,0.5368722242215704
MAC000512,0.3931273735297066,-0.6722023617595598
MAC000513,-0.793005871365034,-0.533214359788157
MAC000514,-0.5594447615940144,0.5368722242215704
MAC000515,-0.793005871365034,-0.533214359788157
MAC000516,-0.5594447615940144,0.5368722242215704
MAC000517,-0.793005871365034,-0.533214359788157
MAC000518,0.3295774082233049,-1.0830028811745347
MAC000519,0.3931273735297066,-0.6722023617595598
MAC000520,-0.5594447615940144,0.5368722242215704
MAC000521,-1.121157421514428,0.670632548705301
MAC000522,-0.7294559060586322,-0.12241384037318223
MAC000523,-0.7294559060586322,-0.12241384037318223
MAC000524,-1.2911685659790457,0.011346484110548297
MAC000525,-0.5594447615940144,0.5368722242215704
MAC000526,0.5631385179943246,-0.012916297164807244
MAC000527,-0.1250148991020935,0.5946117236590296
MAC000528,0.023224136621101177,1.106803584962424
MAC000529,-1.3547185312854477,-0.39945403530442647
MAC000530,0.3931273735297066,-0.6722023617595598
MAC000531,0.3295774082233049,-1.0830028811745347
