LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_min,dias_registrados,tarifa,acorn,Acorn_grouped,consumo_invierno,consumo_otono,consumo_primavera,consumo_verano,consumo_finde,consumo_semana
MAC001661,13893.4870001,21.640945483021806,8.206166842413637,42.34899989999999,0.234,642,Std,ACORN-C,Affluent,25.448700002777777,25.36656043736264,20.49196875729167,14.830315213586957,20.68724725879121,22.018278258695656
MAC001662,2283.7200000000003,3.5627457098283934,1.2544409807950185,6.6910000000000025,0.005,641,Std,ACORN-E,Affluent,3.1828722222222225,4.047274725274725,3.468760416666667,3.503814207650273,3.8314530386740335,3.4570152173913047
MAC001663,2813.1369999,4.39552656234375,2.0107762990070333,11.049,0.0069999999999999,640,Std,ACORN-Q,Adversity,5.18136312849162,4.11417679558011,4.319625,3.947407608152174,4.439851648351648,4.377912663537118
MAC001664,11716.1069989,18.249387848753894,8.103624936825106,63.65199990000001,0.122,642,Std,ACORN-C,Affluent,23.456294434444445,17.943928574725277,17.59984375,13.796706522282609,18.83009340989011,18.019630431086956
MAC001665,18185.6859999,28.45960250375587,8.79469155890567,56.67800019999999,0.3229999999999999,639,Std,ACORN-E,Affluent,29.238977787777777,31.131131862637364,28.295458319791667,25.08530386961326,29.23491160276243,28.153203056331876
MAC001666,8163.787999300001,12.716180684267913,2.831140674894,25.07200019999999,0.107,642,Std,ACORN-K,Adversity,13.871505554444443,12.792120878021978,14.437093746875,10.612989130434784,13.005494503846153,12.601713042608695
MAC001667,3944.5910000000003,6.153808112324493,0.9992433163694875,9.502,0.033,641,ToU,ACORN-F,Comfortable,6.923805555555556,6.138043956043957,6.165687500000001,5.405879781420765,6.040602209944752,6.198352173913044
MAC001668,8256.5230004,12.860627726479752,2.5633161693714186,25.6569999,0.206,642,Std,ACORN-L,Adversity,14.295788889999999,12.964439560439562,12.202500002083333,11.697353260869566,13.501434064285714,12.607091305869567
MAC001669,9116.8839978,14.200753890654205,8.795841731403405,37.43900010000002,0.125,642,Std,ACORN-E,Affluent,16.219999997777776,20.351467023626377,14.004114582291669,6.244141304347826,13.096818678571427,14.637528257173914
MAC001670,3402.5949985,5.299992209501558,1.7113403888912937,11.517999899999998,0.099,642,Std,ACORN-E,Affluent,6.004800001111111,5.5753681269230775,5.282781245833333,4.347103258695653,5.133604397252747,5.365823909130436
MAC001671,2194.5009999,7.033657050961538,1.233292750977987,10.165,0.058,312,Std,ACORN-N,Adversity,7.273455555555556,6.807263736263736,6.376717948717949,7.301489129347826,7.084624998863637,7.013633928571429
MAC001672,4315.0680001,6.7212897197819315,3.052910125479671,23.1539999,0.29,642,Std,ACORN-Q,Adversity,6.910833333888889,6.79231867967033,7.167593748958333,6.232755436956523,6.373043956593407,6.859073913043479
MAC001673,5225.8919999,8.16545624984375,2.1519526390717734,17.768999999999995,0.114,640,Std,ACORN-Q,Adversity,9.247783332222221,7.972648352197802,7.971000001052633,7.393573769945355,8.220674033149171,8.143681916993463
MAC001674,3645.8919999,5.69670624984375,2.7446766864576135,13.057999999999998,0.046,640,Std,ACORN-E,Affluent,7.448994442777778,6.013131867582418,5.560273687368421,3.7292732240437156,5.693763735714286,5.697875545851528
MAC001675,2035.584,3.1806,0.6276118179680878,5.964999999999997,0.008,640,Std,ACORN-N,Adversity,3.419227777777778,3.1557747252747252,3.076126315789474,3.0248087431693995,3.1609502762430943,3.1883485838779957
MAC001676,12373.4100009,19.303291733073323,6.343357678728155,49.8599999,0.045,641,Std,ACORN-E,Affluent,22.00250556611111,20.208428565934067,19.371136842105262,15.732429347826088,21.020730774175824,18.62230283224401
MAC001677,7221.2490007999995,11.28320156375,5.187088555024328,29.492000200000003,0.027,640,Std,ACORN-L,Adversity,15.971288893333334,10.075657456906077,13.785010529473684,6.593190217391304,12.294461540109891,10.881347162663756
MAC001678,3654.838,5.7017753510140405,2.389294336643257,24.081000000000003,0.114,641,Std,ACORN-E,Affluent,6.399250000555556,5.734714284065935,5.380221052631579,5.152902175,6.32525824065934,5.454555555991286
MAC001679,6095.7969987,9.509823710920436,6.026557816445796,31.43900009999999,0.032,641,Std,ACORN-H,Comfortable,15.256599991111113,8.301076922527473,10.722178950526315,4.457641304891304,10.050126368131869,9.295586055991285
MAC001680,4155.5860002,6.513457680564263,2.2624613970414265,16.0050001,0.052,638,ToU,ACORN-G,Comfortable,8.113211112777778,6.612763736263737,6.2898736842105265,4.940038673480663,7.272618782872929,6.212783370897155
MAC001681,1140.5320001999999,1.7820812503124999,1.4550856357576927,20.834000099999994,0.039,640,Std,ACORN-K,Adversity,2.122011111111111,1.5562527472527472,1.6424000021052632,1.744830601092896,1.8155911613259668,1.7688671023965141
MAC001682,8317.4949978,12.975811229017161,4.370411610329114,25.32900030000001,0.085,641,ToU,ACORN-D,Affluent,14.99254443611111,13.633890107142859,13.368326314736844,10.14933695597826,13.91731317802198,12.602492373420478
MAC001683,8009.5559999,12.51493124984375,1.6663843405997039,17.468,0.101,640,Std,ACORN-N,Adversity,13.22058333388889,12.47904945,12.5724,11.826699453005466,12.88045856353591,12.37079084945534
MAC001684,3142.992,4.910925000000001,1.0290285757463982,8.277000000000003,0.025,640,Std,ACORN-Q,Adversity,4.918716666666667,4.976818681318682,5.051168421052632,4.76492349726776,5.243254143646409,4.7798758169934645
MAC001685,5346.6490002,8.380327586520377,1.1792930857536483,14.285,0.087,638,Std,ACORN-F,Comfortable,8.814283332222223,8.307785715934067,8.298494735789474,8.064662984530388,8.440160220441989,8.356630197592997
MAC001686,2832.3299995,4.418611543681748,2.5517938957565915,28.329999900000004,0.019,641,ToU,ACORN-F,Comfortable,5.7744444405555555,4.132758241758242,4.892673687368421,3.1302391298913044,4.81420879010989,4.261751633333334
MAC001687,4449.418001,6.941369736349454,3.503896075361529,16.659000000000002,0.03,641,Std,ACORN-E,Affluent,7.8190611133333325,6.871675825824176,7.617715787368421,5.802494567934783,5.191769230769231,7.63511111328976
MAC001688,1717.313,2.6833015625,1.2581669658378276,5.802000000000001,0.0069999999999999,640,ToU,ACORN-J,Comfortable,2.0318333333333336,3.0407307692307692,3.2776736842105265,2.660060109289618,2.78592817679558,2.642832244008715
MAC001689,12461.5430019,19.440784714352574,5.336875061360578,44.3539998,0.117,641,Std,ACORN-A,Affluent,23.65552778,19.112642866483515,19.009852631578948,15.864733694565219,21.73929121648352,18.529394336601307
