LCLid,consumo_total,consumo_medio,consumo_std,consumo_max,consumo_min,dias_registrados,tarifa,acorn,Acorn_grouped,consumo_invierno,consumo_otono,consumo_primavera,consumo_verano,consumo_finde,consumo_semana
MAC002902,3519.3200002,5.797891268863261,1.8422507028655264,11.220999999999998,0.124,607,Std,ACORN-P,Adversity,6.4013333305555555,5.605813186813187,5.514239133695653,5.487006538562092,5.410273256976745,5.951156321839081
MAC002903,6917.042,11.433127272727273,1.9850692379537296,21.585,0.24,605,Std,ACORN-N,Adversity,12.847316666666668,11.270824175824176,10.921826086956523,10.25448344370861,11.602343023255814,11.365909930715937
MAC002904,3169.407,5.2300445544554455,1.1508642414046288,9.64,0.068,606,Std,ACORN-F,Comfortable,5.621955555555555,4.892175824175824,5.811608695652174,4.818493421052632,5.293273255813954,5.204986175115208
MAC002905,1114.331,1.8388300330033003,0.6220484734286184,4.572999999999999,0.013,606,Std,ACORN-Q,Adversity,1.6269444444444445,1.9667472527472527,1.8475108695652174,1.9313289473684212,1.6163255813953488,1.927011520737327
MAC002906,4453.0419995,7.336148269357496,2.5581623027921414,33.434999899999994,0.072,607,Std,ACORN-Q,Adversity,8.747394441666668,6.854895604395605,7.400010869565218,6.209928104575163,7.617581395348837,7.224868964367817
MAC002907,6495.7220003,10.719013201815182,3.437764593940426,22.967,0.141,606,Std,ACORN-E,Affluent,11.464894442777778,12.40319230989011,6.9023369619565225,10.129243419078946,9.960796511627906,11.019504608986175
MAC002908,5461.6910016,9.01269142178218,4.473905416367922,28.001,0.057,606,Std,ACORN-H,Comfortable,12.068877781666666,8.051659341758242,10.081760877173913,5.897164473684211,9.039284883139535,9.00215207764977
MAC002909,4946.089000800001,8.202469321393036,4.1359364503932845,29.980000200000006,0.017,603,ToU,ACORN-F,Comfortable,10.746694920338983,8.232978021428572,6.990597826086956,5.936756578947369,9.557034886046512,7.6619002329466355
MAC002910,4372.5179999,7.203489291433279,1.1996514802034295,17.157,0.168,607,ToU,ACORN-O,Adversity,7.922250000000001,7.023917581868131,7.273478260869565,6.529411764705882,7.574959302325581,7.056609195172414
MAC002911,2775.4970000000003,4.595193708609272,1.5664616994829754,7.814000000000001,0.0,604,Std,ACORN-Q,Adversity,3.47555,5.340582417582418,4.24983695652174,5.246180000000001,4.897970930232559,4.474643518518519
MAC002912,10690.3890009,17.640905942079208,3.4541935921063263,28.577999800000004,0.261,606,Std,ACORN-H,Comfortable,17.785994446666667,17.181406593406592,17.929652177173914,17.84451315921053,19.69835465290698,16.825511522119815
MAC002913,18309.5299995,30.16397034514003,16.203062813077885,70.25000059999999,1.108,607,Std,ACORN-M,Adversity,46.58334998888889,26.502994506593406,36.09871739673913,11.633333338562093,30.179517444186047,30.157822986436784
MAC002914,3442.424,5.680567656765676,1.8497411267285122,12.791000000000002,0.075,606,Std,ACORN-E,Affluent,6.55,5.386500000000001,6.192706521739131,4.693105263157896,6.682482558139536,5.2834953917050695
MAC002915,8229.7039993,13.58036963580858,5.004835916968267,29.370999900000005,0.162,606,ToU,ACORN-H,Comfortable,14.445527773333334,13.71880219945055,14.586500001086955,11.78111184013158,13.319633719767443,13.683702763824886
MAC002916,2576.318,4.244345963756178,0.8581292237186768,7.030000000000002,0.067,607,Std,ACORN-Q,Adversity,3.956255555555556,4.411763736263737,4.279869565217392,4.362764705882353,4.176633720930233,4.271119540229885
MAC002917,3854.0879999000003,6.349403624217463,1.2104784308935839,10.9839999,0.071,607,Std,ACORN-Q,Adversity,6.393005555000001,6.151456043956045,6.720978260869566,6.310143790849674,6.212976743604651,6.403347126436782
MAC002918,8727.5109998,14.378107083690281,4.171983489313558,43.04100010000001,0.6809999999999999,607,ToU,ACORN-F,Comfortable,16.330905554444445,13.809967032967034,14.407152173913044,12.739058823529412,14.432726743023256,14.356510344827587
MAC002919,7822.3900009,12.972454396185737,12.503576004626506,58.59399979999999,0.029,603,Std,ACORN-E,Affluent,23.763198863068183,8.124379121978022,19.296326096739133,2.523973855555556,13.040499997674418,12.945299306960557
MAC002920,11522.0439992,19.013273926072607,12.539900700346076,58.77400010000001,0.042,606,Std,ACORN-E,Affluent,30.526144448333334,15.647241760989012,22.10361954673913,7.5395197348684215,16.87152906511628,19.86207603686636
MAC002921,4104.912,6.7737821782178225,2.402779194758748,15.264,0.1,606,Std,ACORN-E,Affluent,6.225327778333334,7.498516482967033,7.0685652173913045,6.377072368421053,7.148156976744186,6.625412442396313
MAC002922,4017.9170009000004,6.63022607409241,1.748604526478161,13.260999899999998,0.045,606,Std,ACORN-F,Comfortable,7.424855555000001,6.664725274725275,7.299554354347826,5.24278947631579,7.166034889534885,6.417877879953918
MAC002923,15426.912001,25.415011533772653,11.406521960010675,81.34799979999998,0.526,607,Std,ACORN-H,Comfortable,32.99096110888889,24.844423080219784,29.52735871304348,14.708084962091503,27.85525581744186,24.450133334252875
MAC002924,10022.9409985,16.53950659818482,3.8332470203256195,33.6130002,0.16,606,Std,ACORN-A,Affluent,18.857866667777778,15.832769226923077,16.48006521195652,14.676282891447368,19.15839534011628,15.50160599078341
MAC002925,3472.2209999,9.065851174673629,3.0691928707340588,20.8799999,0.0,383,ToU,ACORN-H,Comfortable,9.343544444444444,9.377065934065934,6.955010869565217,10.346618180909092,9.466277778703704,8.908592726545455
MAC002926,1642.8970000000002,4.148729797979798,1.8146684810282634,9.972,0.077,396,ToU,ACORN-M,Adversity,3.528877777777778,4.7416813186813185,4.38248913152174,3.9887479666666668,4.220339285714286,4.120489436619718
MAC002927,8048.6889996,13.281665015841584,3.890093244090705,28.88199990000001,0.188,606,ToU,ACORN-F,Comfortable,16.166988888333336,12.747928570879122,12.16431521956522,11.180203944736842,12.59786045755814,13.552665900691245
MAC002928,4533.1829997,7.468176276276772,3.9685579118056973,24.6830002,0.049,607,Std,ACORN-D,Affluent,10.149894446666666,8.470576918681319,6.440989131521739,3.738470588235294,7.642918605232558,7.399082757701149
MAC002929,6856.0380002,11.313594059735975,2.9215391197380245,22.611999999999995,0.108,606,Std,ACORN-D,Affluent,12.959038890555556,11.534005494505493,11.29321739130435,9.113460525657894,12.235494187209303,10.94823271889401
MAC002930,2809.6650000000004,4.628772652388798,3.6531031373869247,28.224,0.081,607,ToU,ACORN-E,Affluent,5.595288888888889,3.5407142857142864,6.906760869565217,3.41621568627451,4.539616279069768,4.664025287356322
MAC002931,2748.7149991,4.535833331848185,2.2519582634407946,19.3090001,0.023,606,ToU,ACORN-D,Affluent,4.574005553888889,4.75724725,4.087173913043479,4.497072367763158,4.550709301744186,4.5299377861751156
MAC002932,3402.0990002000003,5.604775947611203,1.7231949697931275,13.195000000000002,0.107,607,ToU,ACORN-F,Comfortable,6.28375,5.653516484065935,5.772380435869565,4.647222222222223,5.758796512209302,5.543875862298851
MAC002933,2968.071,4.897806930693069,1.6999265171743594,19.226,0.011,606,Std,ACORN-P,Adversity,4.5998333322222225,5.125554944505494,5.153271741304349,4.823348684868422,5.508436046511628,4.655806451612904
MAC002934,4460.0820004,7.359871287788779,3.010380793755624,25.189999900000004,0.077,606,Std,ACORN-Q,Adversity,7.747766667222223,7.306434066483517,6.138358686956521,7.703842111842105,8.184459304069769,7.033076037096775
MAC002935,3664.0010001,6.036245469686985,6.925064708743935,48.74999990000001,0.01,607,ToU,ACORN-E,Affluent,9.438400001666666,5.2350219774725275,6.23033695326087,2.870091504575164,5.117046509883721,6.399698851494253
MAC002936,5078.0609997,8.39348925570248,2.1019235801094114,22.539000199999997,0.064,605,Std,ACORN-Q,Adversity,7.848765362569832,8.697395604945054,8.389597827173914,8.673440786842107,8.58107558255814,8.318974594688223
MAC002937,8698.5820009,14.330448106919276,4.086552450695736,33.083,0.202,607,Std,ACORN-A,Affluent,17.007,14.680296705494506,13.220239136956522,11.432980391503268,12.921610462790698,14.887505750114943
MAC002938,3610.2860002,5.95756765709571,1.2892646252407869,12.308999899999998,0.054,606,Std,ACORN-P,Adversity,6.165733331666667,6.0352472554945065,5.873239129347826,5.669085526973685,5.884034884302326,5.98670967764977
MAC002939,4876.5910002,8.047179868316832,2.718040311851618,14.87,0.036,606,Std,ACORN-E,Affluent,8.925716668333333,8.137225274725274,8.398967390217392,6.686065789473685,8.155343023255814,8.004313364516129
MAC002940,1228.788,2.0344172185430462,0.4804405400659386,3.1039999999999996,0.058,604,Std,ACORN-P,Adversity,1.9614444444444445,1.9504945054945055,2.361858695652174,2.02298,2.194610465116279,1.970636574074074
MAC002941,8758.0319989,14.452198017986799,4.344561647664221,33.382000100000006,0.174,606,Std,ACORN-E,Affluent,17.278511109444445,13.424879119780218,14.594967386956522,12.248914472368421,16.17385465232558,13.76988248548387
MAC002942,7795.3790003,12.906256623013245,2.942414961401074,27.98899990000001,0.094,604,Std,ACORN-F,Comfortable,14.028638891666667,12.582725274725275,13.518554346739132,11.576406665999999,14.962790698255816,12.087451389351852
MAC002943,5299.3989998,8.773839403642384,4.22593812634768,26.682000199999997,0.188,604,Std,ACORN-E,Affluent,10.26438333277778,7.008071427472528,11.853804349999999,7.238606666000001,8.748651158139536,8.783868056944444
MAC002944,5232.4879996,8.663059601986754,2.5351807381069653,18.186,0.091,604,Std,ACORN-F,Comfortable,10.396905554444444,8.345423076373628,7.649543477173914,7.5894666666666675,9.47777906860465,8.338680555092592
MAC002945,3853.967,6.380740066225166,1.036208697460378,10.086,0.15,604,Std,ACORN-E,Affluent,7.023549999444445,6.27693956043956,6.5496086967391305,5.631740000000001,6.250651162790698,6.432534722222222
MAC002946,1488.7620001,2.4648377485099338,1.1245817656613475,8.065000100000002,0.042,604,Std,ACORN-D,Affluent,2.804727777222222,2.43028021978022,2.1178586956521737,2.3117133346666665,1.9771453488372095,2.6590115743055556
MAC002947,2931.2400000000002,4.853046357615894,1.2149991003156364,19.048,0.055,604,Std,ACORN-E,Affluent,5.469833333333334,4.956373626373627,4.4645,4.225840000000001,5.0677674418604655,4.767555555555555
MAC002948,1465.5759999999998,2.418442244224422,0.587179113796567,4.933999999999998,0.033,606,Std,ACORN-Q,Adversity,2.475605555555555,2.324923076923077,2.1229347826086955,2.6415855263157892,2.379848837209302,2.43373732718894
MAC002949,7851.7949978,12.999660592384105,5.477317958092531,27.7699999,0.077,604,Std,ACORN-E,Affluent,16.290266669444446,12.402093395054944,13.146913041304346,9.685666664000001,12.550145343604651,13.17863425625
MAC002950,7237.8979996,11.943726071947195,4.175858031764129,22.0729998,0.226,606,Std,ACORN-Q,Adversity,14.253905549444445,12.495280222527473,12.358391303260872,8.296592107236842,12.404546506395349,11.761096775345623
MAC002951,1476.5260001000001,2.4445794703642387,1.5259495500184512,7.654000000000003,0.165,604,ToU,ACORN-H,Comfortable,2.6950333333333334,1.9429725274725276,2.623630434782609,2.642833334,2.6706104656976746,2.354585648148148
MAC002952,7050.605999,11.653894213223142,2.6745073980929415,22.039999800000004,0.238,605,Std,ACORN-K,Adversity,11.971290495530726,11.276115387362637,12.613902169565216,11.151401317105263,12.19881976511628,11.437434178752888
MAC002953,14932.1500001,24.722102649172186,8.720846953658063,50.0080001,0.5660000000000001,604,Std,ACORN-E,Affluent,31.435183336666668,23.950505494505496,27.690413044565215,15.782046662666668,24.950168614534885,24.63129860740741
MAC002954,3809.621,6.307319536423841,1.0684127385905402,13.511,0.047,604,ToU,ACORN-N,Adversity,6.814477777777777,6.349175824175825,6.087413043478262,5.78282,6.29746511627907,6.311243055555557
MAC002955,9688.753003,16.094274091362127,7.355595885148903,44.63100040000001,0.089,602,Std,ACORN-E,Affluent,15.291716672222224,16.990193372375693,18.235923929347827,14.653114094630874,14.346691863372094,16.79330698255814
MAC002956,10376.251000600001,17.179223510927155,6.6429468991613305,41.807,0.219,604,Std,ACORN-F,Comfortable,19.444222225,15.397423079120879,21.121815218478265,14.205019997333336,20.955656985465115,15.675643516435185
MAC002957,1879.763,3.1121903973509935,1.380235806172495,7.276999999999999,0.009,604,Std,ACORN-F,Comfortable,3.8704500000000004,3.381653845604396,3.0249565228260873,1.9288333333333332,3.1551744180232557,3.0950763891203703
MAC002958,4405.7619996,7.270234322772278,1.9815670481168637,19.230999899999997,0.057,606,Std,ACORN-Q,Adversity,8.223349997777778,7.273928571428572,7.277978260869565,6.132434210526315,7.944616277325582,7.00296774170507
MAC002959,15573.9939981,25.784758275,6.0141846328348905,41.40300009999999,0.423,604,ToU,ACORN-A,Affluent,29.691199995555557,26.713813185714287,26.374956509782606,19.607786668000003,25.36064534883721,25.953618051157406
MAC002960,6728.8899975,11.140546353476822,3.3454973810406914,42.49600000000001,0.186,604,Std,ACORN-F,Comfortable,12.714872217777778,10.621203290659341,10.974173909782609,9.983533331333335,10.885988364534883,11.24189814537037
MAC002961,5515.582,9.101620462046204,1.126833724419759,13.198999999999996,0.102,606,Std,ACORN-K,Adversity,9.372161111111112,8.902576923076923,8.669108695652174,9.281355263157895,9.460656976744188,8.959329493087559
MAC002962,13247.4639996,21.86050164950495,4.080712331648286,35.67200000000001,0.541,606,Std,ACORN-H,Comfortable,23.00302221777778,22.00991757912088,22.048750002173914,20.214671057894737,23.54036046104651,21.194751152764976
MAC002963,3362.1400007,5.566456954801325,2.3928354353646863,25.638000099999992,0.0099999999999999,604,ToU,ACORN-Q,Adversity,6.388533335555556,4.990120881868132,5.8660543413043476,5.095500002666667,5.647011627325582,5.534384261111111
MAC002964,2828.4030001,4.667331683333334,2.1159876310358134,13.846999999999996,0.084,606,Std,ACORN-F,Comfortable,4.998011111111111,6.065379121428571,3.282021739130435,3.4402368421052634,4.77821511744186,4.623387096543779
MAC002965,7031.647,11.641799668874173,3.2941571754115873,30.33400000000001,0.19,604,Std,ACORN-D,Affluent,12.654983331111112,11.402478021978023,12.788641308695654,10.01296,11.558988375581395,11.674770831944445
MAC002966,3202.6250005,5.302359272350993,2.1670932086849026,14.09,0.079,604,Std,ACORN-E,Affluent,6.1155333333333335,5.603895606593406,5.035608695652174,4.124293334,5.420610466860466,5.255277778240741
MAC002967,2548.6620000000003,4.205712871287129,0.6620240489497152,5.790999999999999,0.019,606,Std,ACORN-Q,Adversity,4.394900000000001,4.264642857142857,4.564826086956522,3.6937565789473688,4.268197674418605,4.1809493087557605
MAC002968,2811.2450001,4.639018151980198,1.2142135699300158,9.880999999999998,0.036,606,Std,ACORN-E,Affluent,5.062611111111112,4.687593406593407,4.889184783695653,3.9278157894736845,4.424703488372093,4.723953917281107
MAC002969,8147.2140014,13.488764902980131,6.317159101027175,46.37900030000001,0.313,604,Std,ACORN-Q,Adversity,18.12065555888889,13.01984066098901,13.462195659782608,8.515753332000001,14.169750008139534,13.217631944444443
MAC002970,2934.8550010999998,4.842995051320131,1.9873185027819364,12.284000099999998,0.01,606,ToU,ACORN-Q,Adversity,4.759305559444444,4.841318681318682,4.860032610869565,4.933796053947368,4.729686049418604,4.887900923041475
MAC002971,2548.7199995,4.219735098509934,1.8301063581836978,19.495000000000005,0.087,604,ToU,ACORN-E,Affluent,4.835722221666667,4.050741757142857,3.7646521728260867,3.964713332666667,4.564401160465116,4.0825069442129625
MAC002972,2971.5469995,4.903542903465346,2.7658208684419794,14.875,0.083,606,Std,ACORN-E,Affluent,4.88556111,4.8091043945054945,4.1201630423913045,5.512065789473684,4.286499997093023,5.148085253456221
MAC002973,5653.6410008,9.329440595379538,3.050145984216039,20.489,0.08,606,Std,ACORN-F,Comfortable,10.614050002777777,9.444516485714287,9.776880431521738,7.399585527631579,10.065063956395349,9.037903226497695
MAC002974,4271.6299986,7.240050845084746,3.464100156149722,20.6099999,0.067,590,Std,ACORN-E,Affluent,7.8959759006024095,7.225884613186813,8.519510865217391,5.746613332666667,6.896357142261904,7.376876774170616
MAC002975,3984.6900001000004,6.575396039768978,2.077282290154322,17.309999999999995,0.077,606,Std,ACORN-N,Adversity,6.178983333333334,7.027516482967033,6.059782608695652,6.815559211842106,6.738430233139535,6.51078341013825
MAC002976,146.044,0.7646282722513089,1.2937875132773016,3.622000000000001,0.0,191,Std,ACORN-Q,Adversity,0.023325000000000002,0.0,,2.418516666666667,0.7947222222222222,0.7527664233576643
MAC002977,3482.5660014,5.765837750662252,4.071091432040735,28.291000100000005,0.021,604,Std,ACORN-E,Affluent,4.856213485393258,6.819390113736263,5.756032611956522,5.5755,7.448323528235294,5.106799542857143
MAC002978,1255.972,3.431617486338798,0.9830430144967842,6.980999999999999,0.036,366,Std,ACORN-D,Affluent,4.188633333333334,3.4020439560439564,3.2220652173913042,2.9352580645161295,3.601144230769231,3.3643244274809163
MAC002979,2733.259,4.525263245033113,1.1842025447133353,9.470999999999998,0.026,604,Std,ACORN-P,Adversity,5.062322222222222,4.451846153846154,4.598967391304348,3.924666666666667,4.609982558139535,4.491532407407407
MAC002980,7647.9489994000005,12.66216721754967,3.8088299114838167,43.363,0.032,604,Std,ACORN-E,Affluent,13.196966667777778,13.55925824010989,11.794380429347825,11.464179999999999,12.657488375581396,12.664030089814814
MAC002981,3398.5109999,5.608103960231023,3.1194167233788117,26.14,0.03,606,Std,ACORN-J,Comfortable,6.055705555555556,6.346818679120879,6.374576089130436,3.7296184217105264,6.816837209883721,5.129066819815669
MAC002982,1617.6240001,2.669346534818482,1.0133471022860299,9.226999999999997,0.166,606,ToU,ACORN-E,Affluent,2.574938888888889,2.89934065934066,2.3803369576086957,2.6806842105263162,2.888180233139535,2.5826198156682025
MAC002983,7725.2479991,12.747933991914191,2.4550669772617253,21.606,0.292,606,ToU,ACORN-F,Comfortable,12.515683331666667,12.097989008791208,12.40936955978261,14.006111844078948,13.322029069767442,12.52041244032258
MAC002984,3999.2640007,6.599445545709571,2.7525665613401338,21.608,0.021,606,Std,ACORN-F,Comfortable,8.184944445555557,6.460043956593406,6.066282613043478,5.2115,6.994331397674419,6.44294700529954
MAC002985,2472.3050005,4.0797112219471945,3.1814064531689588,25.448999999999995,0.051,606,ToU,ACORN-M,Adversity,5.300372222222222,3.198434065934066,4.837576092391305,3.2306973684210525,4.709674421511628,3.8300483870967743
MAC002986,1984.73,3.27513201320132,0.9789856272254238,6.8260000000000005,0.037,606,Std,ACORN-P,Adversity,3.0474666666666668,3.2078626373626373,3.6279347826086954,3.411743421052632,3.112575581976744,3.3395552993087554
MAC002987,3365.2039997,5.5623206606611575,2.3040139514973843,21.150000100000003,0.083,605,Std,ACORN-F,Comfortable,6.278283334444445,5.350296701098902,4.924663044565217,5.352913905960265,6.401720929069768,5.228886835796766
MAC002988,2649.7569998000004,4.379763636033059,1.727339816863691,14.0849999,0.101,605,Std,ACORN-Q,Adversity,5.62455,4.038230768681319,3.526369564130435,3.827509933774835,4.274040697093024,4.421759815011548
MAC002989,2848.0919991,9.157852087138265,3.566972244299926,22.874,0.021,311,Std,ACORN-E,Affluent,11.60189999888889,7.737395601098902,9.714816894366198,6.950271186440679,10.422545451136365,8.658780266367714
MAC002990,6476.9069979,10.705631401487603,3.801981239268146,26.2610001,0.146,605,Std,ACORN-E,Affluent,12.214233326666665,10.340763731318681,10.812173910869564,9.282158941721853,12.44346511511628,10.015314083371825
MAC002991,6145.5390003,10.157915702975208,1.9239454058841285,16.666,0.375,605,Std,ACORN-M,Adversity,11.233699996111111,9.927423077472527,10.627293485869565,8.867357617218543,10.415645348255815,10.055538107159354
MAC002992,2340.9210000000003,5.308210884353742,1.72093245944271,15.738,0.0,441,ToU,ACORN-P,Adversity,5.819700003333334,4.91447222037037,5.335119563043478,5.268569537086093,5.295531747619048,5.313282539047619
MAC002993,4909.281000000001,8.114514049586779,0.7628852420910348,10.775,0.261,605,Std,ACORN-Q,Adversity,8.34768888888889,8.044587912087913,8.036728260869566,7.968231788079471,8.638767441860466,7.90626558891455
MAC002994,4952.8710004,8.200117550331127,1.8045556723746805,13.815,0.056,604,Std,ACORN-F,Comfortable,8.30779888547486,8.053362635164836,8.522402176086956,8.052993378145695,8.104453488372094,8.238206019444444
MAC002995,7507.2649997,12.408702478842976,3.1036828890916968,20.3139999,0.309,605,ToU,ACORN-F,Comfortable,12.599511109444443,12.652532969230768,12.560630432608695,11.794794700662251,12.190430232558139,12.495406465819862
MAC002996,5364.1879999,8.866426446115703,3.7907374227800075,19.5610001,0.489,605,Std,ACORN-K,Adversity,11.038372218333334,9.018560441758241,8.284597826086957,6.4484768225165565,8.561302327325581,8.987630484064665
MAC002997,2812.8190001000003,4.649287603471075,1.0337039348429897,9.149,0.013,605,ToU,ACORN-Q,Adversity,4.762727778333334,4.800368131868132,4.3581521739130435,4.509344370860927,4.814482558139535,4.583667436720555
MAC002998,11386.4730017,18.82061653173554,6.195276495070623,50.53200020000001,0.263,605,Std,ACORN-F,Comfortable,22.786194448333333,18.23934615824176,18.61794565326087,14.9175231794702,19.785587212209304,18.437302543187066
MAC002999,5056.3710001,8.793688695826086,5.5810118725185465,41.88200029999999,0.04,575,Std,ACORN-H,Comfortable,12.636255553888889,7.408384617582417,9.117836956521739,4.914694214876033,11.329871956707317,7.781683696350364
MAC003000,7579.1319992,12.527490907768595,3.261090440082884,28.56800019999999,0.134,605,Std,ACORN-H,Comfortable,14.318961107777778,12.575203296153846,12.443684781521737,10.38551655629139,11.82820348255814,12.805267898845266
MAC003001,5099.7339996,8.429312396033058,2.317440434839679,15.3489999,0.073,605,Std,ACORN-C,Affluent,9.550616665,8.651708791208792,7.910163043478261,7.14090728410596,8.487813952325581,8.406073902540417
MAC003002,2484.3630002,4.10638512429752,2.0774003329577844,8.706999900000001,0.008,605,Std,ACORN-H,Comfortable,3.4255777772222227,3.8378736285714288,5.41,4.447324502649007,4.308523256976745,4.0260900692840655
MAC003003,3385.0139999000003,5.595064462644628,1.2842642329573686,9.013000000000002,0.067,605,Std,ACORN-Q,Adversity,5.942655556111111,5.864813186813187,4.040228260869566,5.80290728344371,5.52589534883721,5.622540415473441
MAC003004,1692.5489995,2.802233442880795,1.461592406571356,10.3159999,0.056,604,Std,ACORN-E,Affluent,2.5966444444444443,2.8754010967032966,3.3703695641304354,2.611706666666667,2.9210116267441864,2.754942128935185
MAC003005,10484.7399995,16.007236640458014,8.399114843948428,41.71199990000001,0.042,655,Std,ACORN-E,Affluent,24.180127773333332,13.473406602197803,17.673477047706424,9.531239133152173,16.451188170430108,15.831170575266524
MAC003006,738.9890001,1.3243530467741935,1.3935497374934749,10.5720001,0.11,558,Std,ACORN-E,Affluent,2.238911111111111,1.5851657148571427,1.207440366972477,0.6982173913043479,1.016182389308176,1.4471578952380952
MAC003007,5243.2279993,8.004928243206107,3.6145332848057663,32.596000399999994,0.065,655,Std,ACORN-E,Affluent,8.481900003333333,8.226554944505494,7.724568801834863,7.485190214130435,7.58818279516129,8.17020468955224
MAC003008,4187.848,6.39366106870229,1.0130391574323327,10.727999999999998,0.063,655,Std,ACORN-L,Adversity,6.60713888888889,6.193362637362638,6.318477064220184,6.427483695652175,6.399064516129033,6.391518123667378
MAC003009,1136.6069998,3.2755244951008646,0.8623692028323091,5.630000000000003,0.012,347,Std,ACORN-Q,Adversity,3.3261444444444446,3.273285713186813,3.099918917567568,3.369467391304348,3.4165510204081633,3.2200200795180725
MAC003010,2487.4210002000004,3.8033960247706426,2.2379008093115895,12.461,0.006,654,Std,ACORN-E,Affluent,3.272777777777778,3.8509945060439565,3.711834863302753,4.332513661202187,3.835864865405406,3.7905884863539447
MAC003011,3154.7559995,4.816421373282443,1.2089311556965263,9.356,0.04,655,Std,ACORN-E,Affluent,5.490988886666667,4.960994504945055,4.454449540366973,4.227945652717392,4.555698924731183,4.91982089445629
MAC003012,9955.3799999,15.199053434961833,3.743504771939064,27.466,0.114,655,Std,ACORN-H,Comfortable,16.387283330000002,14.901027475274727,15.782477063302753,13.985826087500001,17.633811829569893,14.233456289125801
MAC003013,4998.3800002,7.631114504122137,2.5573157741039707,21.759000000000004,0.02,655,Std,ACORN-D,Affluent,8.738638889444445,7.801472528571428,7.67655046055046,6.352244563586957,9.507026883870969,6.887149253304904
MAC003014,530.1129999999999,2.420607305936073,0.7797760859160544,7.240999999999999,0.021,219,Std,ACORN-E,Affluent,2.27,2.6985604395604392,2.190294117647059,2.2187802197802196,2.419672131147541,2.4209683544303795
MAC003015,4743.6880007,7.242271756793893,2.5739570661844793,18.59699999999999,0.022,655,Std,ACORN-K,Adversity,9.001677779444446,7.298983518681319,6.80472476972477,5.724217391847826,7.894338711827958,6.983669510234542
MAC003016,4319.3770002,8.165173913421551,2.508406027217544,19.5559999,0.278,529,Std,ACORN-E,Affluent,10.016355556111112,8.041272727878788,7.088228260869566,5.842456521739131,8.1187,8.183567282849605
MAC003017,1313.3050000000003,2.005045801526718,1.0868436432774715,5.985,0.008,655,Std,ACORN-E,Affluent,1.659927777777778,2.2772252747252755,1.7247889908256882,2.2394619565217395,1.8850376344086022,2.0526396588486144
MAC003018,15269.4069995,23.312071754961835,13.273034670875193,70.16299959999998,0.3,655,Std,ACORN-D,Affluent,25.016999981666665,27.86350550164835,25.066990826605505,16.10264674673913,21.438473125268818,24.05511939914712
MAC003019,4386.8449994,6.697473281526718,2.5422084559281055,13.4500001,0.02,655,ToU,ACORN-L,Adversity,8.13114999777778,7.208335163736264,6.470871559633028,4.923891304347826,6.706704301075268,6.693812365458422
MAC003020,6109.3819976,9.327300759694657,2.3668836784559963,19.0499999,0.067,655,Std,ACORN-Q,Adversity,10.727400001666666,9.40799449945055,9.5520275146789,7.744695648369565,9.453569898387096,9.277223873134329
MAC003021,3038.6389999,4.63914351129771,1.4324354646888624,12.153999999999998,0.033,655,Std,ACORN-Q,Adversity,4.041572221666667,5.0887692307692305,4.802018348623853,4.6825,5.0698333327956995,4.468336886993604
MAC003022,1880.7290001000001,8.358795556,1.9205808933652877,14.006999999999994,0.252,225,Std,ACORN-D,Affluent,10.1436,9.059164835164836,8.02658824117647,7.242423913043479,8.53246875,8.289757764596274
MAC003023,4906.8570003,7.491384733282444,1.952765120499857,16.680000000000003,0.111,655,Std,ACORN-Q,Adversity,9.309227778333334,7.042752747802198,7.591944952293578,6.097244566847826,7.551962367741936,7.467360340938167
MAC003024,2389.8940003,3.659868300612557,1.799223448900854,12.575999999999995,0.01,653,Std,ACORN-Q,Adversity,3.672073034269663,3.9262637351648353,3.490495413761468,3.4848967407608695,3.6475752704301074,3.664764453961456
MAC003025,12147.2069993,18.54535419740458,7.495656422723248,47.2699998,0.089,655,Std,ACORN-J,Comfortable,18.837183327777776,19.614373615934067,22.015688094495417,15.1466739125,17.6564946155914,18.89786567334755
MAC003026,6311.4009995,9.635726716793892,3.2209263175965708,24.253,0.182,655,Std,ACORN-N,Adversity,10.500038887777778,9.333554942857143,9.421110090825689,9.216228261956521,9.493000002150538,9.69233048848614
MAC003027,1262.9590002,1.9281816796946565,1.0934552151154242,18.515000099999995,0.036,655,Std,ACORN-Q,Adversity,2.172900001111111,1.7551373626373628,1.7340366972477066,1.9749565217391305,1.8475322580645162,1.960166311727079
MAC003028,7675.6170007,13.465994738070176,6.205110276806342,36.88300010000001,0.1369999999999999,570,Std,ACORN-F,Comfortable,20.702768428421052,13.21467582087912,13.63683486880734,9.876999999456523,14.23325925802469,13.161345590441178
MAC003029,4902.023,7.484004580152672,1.2372265280175523,14.014000000000005,0.107,655,Std,ACORN-F,Comfortable,7.3799277777777785,7.892598901098901,7.234192660550459,7.329652173913044,7.8032150537634415,7.357409381663113
MAC003030,1749.1120000000003,2.6704000000000003,0.47532301136975696,4.502000000000002,0.019,655,Std,ACORN-M,Adversity,3.0544000000000002,2.6589560439560445,2.5969724770642206,2.3495652173913046,2.6535107526881725,2.6770980810234546
MAC003031,523.152,0.7987053435114504,0.2991578499070443,1.632,0.0,655,Std,ACORN-Q,Adversity,1.0890333333333335,0.8426043956043958,0.7057247706422021,0.5263478260869566,0.824483870967742,0.7884818763326227
