LCLid,consumo_medio,consumo_std,consumo_max,consumo_invierno,consumo_verano,consumo_finde,consumo_semana,ratio_invierno_verano,dias_registrados,stdorToU,Acorn_grouped,cluster,PC1,PC2
MAC000002,12.093578314658636,4.517377692680869,39.28399999999999,13.203777782222222,9.141010867391303,12.86373239577465,11.786382023876405,1.4444547249002058,498,Std,Affluent,0,1.5428010988523164,-0.28339168385598335
MAC000003,19.031317875716237,11.641835814872667,50.75899999999999,27.928125692349727,12.229173913043478,18.79166345769231,19.126266673714287,2.2837293514022727,733,Std,Adversity,2,3.7631898023786414,0.9666315969946082
MAC000004,1.6946030535877863,0.4316707131984879,7.353999999999997,1.8376333338888888,1.5225434782608698,1.738516129032258,1.6771876334754796,1.2069488675877174,655,Std,Affluent,1,-5.346363838458206,0.6252692542373389
MAC000005,4.56199366133122,1.4733691586321227,16.708000200000004,5.537316666111111,3.676062147457628,4.577333333888888,4.555871397339246,1.5063170691016907,631,ToU,Affluent,1,-2.1528257656636107,0.475410381125111
MAC000006,2.842744031830239,0.8829450460326531,6.636000000000003,2.985642156862746,2.462320652173913,2.7272897196261687,2.888498148148148,1.2125313336812873,754,Std,Adversity,1,-4.132718913992851,0.4144177114171935
MAC000007,9.506211239341084,3.86574616061464,41.85800009999999,10.507961111666663,8.219358689130438,10.774465750684934,9.005764864594594,1.278440354126703,516,Std,Comfortable,0,0.8456449042000495,-0.3161243405625165
MAC000008,17.3329739301676,4.97843656510937,39.0990001,21.659055552222224,15.545489134782606,17.155733768181815,17.40424020939948,1.3932693896708142,537,Std,Comfortable,2,2.831224301478211,-0.8193156799621493
MAC000009,8.576103847115384,1.7652275021979458,15.527,9.53329444388889,7.163684782608697,8.759344593243243,8.503201614784945,1.3307806530309996,520,Std,Adversity,0,-0.3759434607448183,-0.5480432138648985
MAC000010,26.375955420155037,5.93710655179354,64.3490004,30.291027763333336,22.580793488043483,27.420945200684933,25.963608101351348,1.3414509298763786,516,Std,Comfortable,2,4.443362230403898,-1.2473995877961623
MAC000011,14.94811680307377,4.3792906944609005,28.342,16.522311106666667,11.577945656521738,15.30510869347826,14.80736000057143,1.427050201285892,488,Std,Adversity,0,2.0050790079479306,-0.6596883899182475
MAC000012,2.117982283070867,2.1647999079856053,14.989999900000004,1.2393833333333335,1.322554347826087,2.033416666666667,2.151436812637363,0.9371126398381248,508,Std,Affluent,1,-4.445183132228067,0.6403532917412939
MAC000013,5.272813420621932,1.2620671858203538,9.487000000000002,5.804394444444444,4.868025477707006,5.26412643678161,5.276272311212815,1.1923506314161416,611,Std,Adversity,1,-2.1448546202966505,-0.2995163055557527
MAC000014,6.256470705252525,1.594533036884972,15.193,7.020938882777778,4.86960869673913,6.382228567142857,6.206876055492958,1.4417867796425774,495,ToU,Adversity,1,-1.3413327630745149,-0.06786550002515156
MAC000015,10.88934610605686,4.611606311919886,35.278999799999994,12.903359071428572,8.96928260923913,10.357426086086956,11.10064421416235,1.43861646409943,809,ToU,Affluent,0,1.1700975091375494,0.11317680316069195
MAC000016,1.2378229426433918,1.7901808514986186,7.370999999999999,2.937301587301587,0.3608478260869567,1.2361140350877196,1.2385017421602789,8.13997822621089,401,Std,Adversity,1,-4.606042585226315,5.995740397381637
MAC000017,6.363631644622991,2.356648541243821,32.5890001,7.240084943629344,5.805701085869566,6.580630436086957,6.277431779274612,1.2470644956534898,809,ToU,Affluent,0,-0.7383580501487441,0.17878669437779762
MAC000018,10.681077969925743,3.6203448321690344,33.9949999,11.41748837248062,9.80501086847826,10.782978256521742,10.64052941297578,1.1644543143477724,808,Std,Affluent,0,0.9419434706588727,-0.372476837233619
MAC000019,6.199336634405941,2.187548909958816,13.232000000000005,7.337387597286822,5.556521739673913,6.433556523478262,6.106134948442907,1.320499877539855,808,Std,Adversity,1,-1.2900980715805144,0.11866229718215568
MAC000020,6.542477723267328,2.286214768296709,16.343,8.037709300775193,5.526652175000001,6.7207695665217395,6.471531142041522,1.4543538460372432,808,Std,Comfortable,0,-0.9969102757224515,0.30613324482862386
MAC000021,22.44717698106436,5.891810759539259,46.180999799999995,24.451968989534883,17.66792391576087,19.62840434478261,23.568833912456743,1.3839751473995812,808,Std,Affluent,2,3.54747831241055,-0.6619815226368648
