casa,horario_consumo,semanal,tipo_consumo
MAC002387,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002388,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002389,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002390,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002391,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002392,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002393,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002394,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002395,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002396,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002397,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002398,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002399,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002400,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002401,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002402,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002403,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002404,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002405,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002406,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002407,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002408,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002409,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002410,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002411,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002412,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002413,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002414,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002415,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002416,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002417,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002418,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002419,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002420,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002421,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002422,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002423,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002424,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002425,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002426,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002427,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002428,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002429,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002430,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002431,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002432,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002433,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002434,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002435,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002436,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002437,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002438,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002439,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002440,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002441,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002442,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002443,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002444,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002445,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002446,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002447,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002448,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002449,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002450,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002451,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002452,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002453,consumo_madrugada_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002454,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002455,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002456,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002457,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002458,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002459,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002460,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002461,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002462,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002463,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002464,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002465,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002466,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002467,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002468,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002469,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002470,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002471,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002472,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002473,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002474,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002475,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002476,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002477,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002478,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002479,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002480,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002481,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002482,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002483,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002484,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002485,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002486,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002487,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002488,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002489,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002490,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002491,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002492,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002493,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002494,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002495,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002496,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002497,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002498,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002499,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002500,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002501,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002502,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002503,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002504,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002505,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002506,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002507,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002508,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002509,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002510,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002511,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002512,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002513,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002514,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002515,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002516,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002517,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002518,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002519,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002520,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002521,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002522,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002523,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002524,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002525,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002526,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002527,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002528,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002529,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002530,consumo_noche_variable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002531,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002532,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002533,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002534,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002535,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002536,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002537,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002538,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002539,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002540,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002541,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002542,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002543,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002544,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002545,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002546,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002547,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002548,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002549,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002550,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002551,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002552,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002553,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002554,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002555,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002556,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002557,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002558,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002559,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002560,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002561,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002562,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002563,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002564,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002565,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002566,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002567,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002568,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002569,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002570,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002571,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002572,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002573,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002574,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002575,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002576,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002577,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002578,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002579,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002580,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002581,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002582,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002583,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002584,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002585,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002586,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002587,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002588,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002589,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002590,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002591,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002592,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002593,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002594,consumo_madrugada_variable,consumo_entre_semana_variable,picos_altos_variabilidad_alta
MAC002595,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002596,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002597,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002598,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002599,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002600,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002601,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002602,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002603,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002604,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002605,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002606,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002607,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002608,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002609,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002610,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002611,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002612,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002613,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002614,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002615,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002616,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002617,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002618,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002619,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002620,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002621,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002622,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002623,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002624,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002625,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002626,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002627,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002628,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002629,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002630,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002631,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002632,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002633,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002634,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002635,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002636,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002637,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002638,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002639,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002640,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002641,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002642,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002643,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002644,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002645,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002646,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002647,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002648,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002649,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002650,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002651,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002652,consumo_noche_variable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002653,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002654,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002655,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002656,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002657,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002658,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002659,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002660,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002661,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002662,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002663,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002664,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002665,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002666,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002667,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002668,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002669,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002670,consumo_tarde_estable,consumo_fin_semana_estable,picos_moderados_variabilidad_media
MAC002671,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002672,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002673,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002674,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002675,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002676,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002677,consumo_tarde_estable,consumo_fin_semana_variable,picos_moderados_variabilidad_media
MAC002678,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002679,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002680,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002681,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002682,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002683,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002684,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002685,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002686,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002687,consumo_noche_variable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002688,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002689,consumo_tarde_estable,consumo_fin_semana_estable,picos_bajos_variabilidad_baja
MAC002690,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002691,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002692,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002693,consumo_noche_variable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
MAC002694,consumo_tarde_estable,consumo_fin_semana_variable,picos_bajos_variabilidad_baja
